device_trust,failed_attempts,request_frequency,network_anomaly,time_anomaly,previous_behavior,label,decision
93.73,1,6.03,1.96,0.03,95.82,NORMAL,ALLOW
48.63,2,18.01,54.42,37.82,65.71,SUSPICIOUS,LIMITED
16.15,9,71.37,82.24,87.92,20.27,HIGH_RISK,DENY
87.11,2,1.0,0.25,1.9,92.23,NORMAL,ALLOW
57.18,6,30.19,50.06,51.34,62.47,SUSPICIOUS,LIMITED
57.58,3,21.94,50.14,31.77,53.2,SUSPICIOUS,LIMITED
29.71,6,56.6,90.04,87.68,19.83,HIGH_RISK,DENY
84.88,0,6.97,2.46,15.0,96.71,NORMAL,ALLOW
11.24,6,59.59,80.49,57.54,13.63,HIGH_RISK,DENY
86.04,0,6.37,1.69,1.74,95.71,NORMAL,ALLOW
84.42,0,1.91,0.32,1.84,98.01,NORMAL,ALLOW
92.14,0,6.66,18.0,0.09,88.12,NORMAL,ALLOW
21.75,7,93.23,77.15,74.57,9.85,HIGH_RISK,DENY
5.76,6,86.28,80.87,62.23,32.65,HIGH_RISK,DENY
85.48,1,3.49,7.14,11.35,91.21,NORMAL,ALLOW
18.06,6,70.62,76.92,90.13,17.56,HIGH_RISK,DENY
87.25,0,3.44,3.11,0.99,94.18,NORMAL,ALLOW
88.5,0,8.44,3.18,9.28,93.39,NORMAL,ALLOW
18.94,10,83.86,83.55,87.85,20.73,HIGH_RISK,DENY
28.85,7,106.48,79.62,88.2,18.64,HIGH_RISK,DENY
97.49,0,2.64,3.3,0.46,87.25,NORMAL,ALLOW
93.86,1,6.96,0.99,0.65,94.24,NORMAL,ALLOW
53.94,2,31.13,29.42,32.82,60.82,SUSPICIOUS,LIMITED
45.17,2,39.33,41.92,36.68,48.36,SUSPICIOUS,LIMITED
98.39,0,6.37,2.58,1.3,99.36,NORMAL,ALLOW
94.94,0,5.43,1.59,1.5,89.64,NORMAL,ALLOW
94.97,0,3.67,4.84,3.28,86.11,NORMAL,ALLOW
94.74,0,7.29,0.7,0.59,86.81,NORMAL,ALLOW
26.59,12,99.85,91.94,73.92,11.45,HIGH_RISK,DENY
84.97,0,4.35,3.62,3.71,88.58,NORMAL,ALLOW
24.53,7,91.43,83.73,78.9,17.27,HIGH_RISK,DENY
38.0,2,18.08,41.28,36.49,60.82,SUSPICIOUS,LIMITED
95.23,0,5.73,2.11,0.23,100.0,NORMAL,ALLOW
65.12,4,36.78,35.42,53.25,38.0,SUSPICIOUS,LIMITED
12.13,13,94.7,83.75,71.5,22.03,HIGH_RISK,DENY
57.66,6,23.88,28.06,28.53,59.94,SUSPICIOUS,LIMITED
11.71,8,83.44,78.18,80.32,18.05,HIGH_RISK,DENY
92.64,0,5.43,5.31,2.1,90.63,NORMAL,ALLOW
82.43,0,5.05,3.32,4.81,94.93,NORMAL,ALLOW
88.35,0,6.22,3.24,2.24,94.12,NORMAL,ALLOW
98.28,0,6.87,3.55,9.71,97.2,NORMAL,ALLOW
24.1,12,76.11,90.0,78.09,19.03,HIGH_RISK,DENY
89.12,0,7.31,10.9,0.66,87.89,NORMAL,ALLOW
16.48,15,64.24,77.79,76.55,37.69,HIGH_RISK,DENY
94.57,0,3.54,0.07,8.49,90.47,NORMAL,ALLOW
18.07,6,104.57,91.19,92.73,16.56,HIGH_RISK,DENY
17.91,7,82.81,100.0,87.72,11.68,HIGH_RISK,DENY
13.43,10,75.61,66.29,67.91,14.68,HIGH_RISK,DENY
53.17,2,27.13,49.94,58.65,48.55,SUSPICIOUS,LIMITED
50.6,3,25.67,32.88,18.0,70.81,SUSPICIOUS,LIMITED
47.62,2,29.33,47.13,31.42,39.18,SUSPICIOUS,LIMITED
81.38,0,4.49,4.45,4.28,88.67,NORMAL,ALLOW
16.35,10,124.29,79.11,83.5,7.95,HIGH_RISK,DENY
21.02,10,96.75,86.62,81.39,19.5,HIGH_RISK,DENY
44.26,3,28.53,44.56,47.65,72.0,SUSPICIOUS,LIMITED
22.02,9,76.07,81.23,68.31,18.98,HIGH_RISK,DENY
97.84,1,5.02,7.57,2.58,85.55,NORMAL,ALLOW
95.43,0,6.45,2.25,1.85,94.11,NORMAL,ALLOW
51.01,2,42.06,56.99,35.45,60.6,SUSPICIOUS,LIMITED
18.1,9,68.53,89.61,82.57,24.93,HIGH_RISK,DENY
89.65,0,5.47,8.0,1.53,88.96,NORMAL,ALLOW
58.9,4,37.97,45.12,47.03,62.97,SUSPICIOUS,LIMITED
95.41,0,3.09,3.8,4.48,96.76,NORMAL,ALLOW
95.43,0,4.01,3.5,4.14,88.46,NORMAL,ALLOW
63.0,6,23.96,47.86,70.0,48.68,SUSPICIOUS,LIMITED
94.02,0,5.01,9.56,1.13,93.43,NORMAL,ALLOW
22.75,9,99.28,85.96,83.39,16.94,HIGH_RISK,DENY
83.96,0,7.42,6.47,3.41,93.74,NORMAL,ALLOW
87.45,0,2.52,2.86,2.39,97.38,NORMAL,ALLOW
4.24,13,90.27,86.04,71.59,30.72,HIGH_RISK,DENY
12.67,6,78.89,80.67,82.13,4.53,HIGH_RISK,DENY
59.52,6,33.75,39.51,49.09,65.53,SUSPICIOUS,LIMITED
5.94,9,77.98,94.9,73.74,23.14,HIGH_RISK,DENY
24.56,6,79.42,93.29,98.32,21.11,HIGH_RISK,DENY
46.87,3,21.65,28.11,53.54,54.84,SUSPICIOUS,LIMITED
93.51,0,4.27,2.03,3.79,87.21,NORMAL,ALLOW
48.52,5,18.82,40.91,43.09,65.75,SUSPICIOUS,LIMITED
47.33,4,26.45,54.92,45.53,72.0,SUSPICIOUS,LIMITED
17.83,8,89.99,73.84,57.06,11.08,HIGH_RISK,DENY
20.65,13,89.23,95.21,68.2,25.96,HIGH_RISK,DENY
15.04,10,125.17,79.98,80.43,28.66,HIGH_RISK,DENY
59.49,2,21.81,52.92,64.79,61.97,SUSPICIOUS,LIMITED
26.64,7,57.4,82.97,78.96,33.12,HIGH_RISK,DENY
90.29,0,6.1,0.36,6.11,97.61,NORMAL,ALLOW
51.11,6,28.42,30.89,59.2,60.51,SUSPICIOUS,LIMITED
28.02,6,83.0,93.52,80.7,21.7,HIGH_RISK,DENY
89.61,0,2.08,11.67,0.86,97.6,NORMAL,ALLOW
54.23,3,29.23,47.66,49.93,72.0,SUSPICIOUS,LIMITED
94.95,0,2.78,1.52,1.76,97.96,NORMAL,ALLOW
56.42,6,23.66,36.67,34.6,43.67,SUSPICIOUS,LIMITED
54.16,2,14.0,53.94,50.35,64.45,SUSPICIOUS,LIMITED
9.79,6,105.15,91.27,78.91,17.62,HIGH_RISK,DENY
95.26,0,3.36,8.64,4.86,86.6,NORMAL,ALLOW
13.93,7,93.62,88.44,88.83,14.87,HIGH_RISK,DENY
20.14,6,117.35,86.85,72.71,0.0,HIGH_RISK,DENY
96.69,0,2.1,3.66,1.22,85.49,NORMAL,ALLOW
0.2,15,82.9,73.0,62.7,14.57,HIGH_RISK,DENY
10.04,11,94.1,88.86,50.0,30.05,HIGH_RISK,DENY
16.56,13,92.26,87.53,71.96,19.95,HIGH_RISK,DENY
23.48,8,73.92,86.37,76.45,13.73,HIGH_RISK,DENY
20.24,13,78.98,83.9,95.83,13.08,HIGH_RISK,DENY
92.05,0,5.43,0.22,5.89,90.85,NORMAL,ALLOW
99.69,1,4.45,1.35,0.61,92.5,NORMAL,ALLOW
49.11,5,23.83,30.34,48.58,72.0,SUSPICIOUS,LIMITED
48.02,2,34.51,50.76,47.32,54.65,SUSPICIOUS,LIMITED
97.9,0,4.58,11.16,1.65,92.08,NORMAL,ALLOW
100.0,0,7.72,5.02,0.99,94.52,NORMAL,ALLOW
2.27,10,79.64,80.45,91.91,25.28,HIGH_RISK,DENY
71.17,4,27.41,55.24,66.53,68.88,SUSPICIOUS,LIMITED
96.63,0,6.72,15.14,2.88,85.3,NORMAL,ALLOW
4.95,7,109.32,73.33,66.51,21.61,HIGH_RISK,DENY
19.22,12,56.87,82.05,69.5,24.05,HIGH_RISK,DENY
19.76,7,74.09,80.95,78.1,8.4,HIGH_RISK,DENY
23.19,9,111.57,93.17,62.26,28.15,HIGH_RISK,DENY
14.4,12,77.07,84.09,76.02,28.7,HIGH_RISK,DENY
59.66,5,16.52,44.29,39.44,51.81,SUSPICIOUS,LIMITED
58.42,5,24.29,48.47,44.28,48.64,SUSPICIOUS,LIMITED
87.31,0,6.66,6.8,0.35,87.08,NORMAL,ALLOW
83.49,0,3.13,11.29,1.09,92.41,NORMAL,ALLOW
19.7,7,76.09,85.43,56.73,20.37,HIGH_RISK,DENY
83.86,0,5.51,5.8,2.09,86.86,NORMAL,ALLOW
44.14,2,30.92,41.51,24.87,59.66,SUSPICIOUS,LIMITED
98.03,0,5.74,0.3,2.72,89.95,NORMAL,ALLOW
92.92,0,7.51,15.33,0.65,89.97,NORMAL,ALLOW
44.93,3,20.64,46.59,28.24,63.72,SUSPICIOUS,LIMITED
18.91,8,98.18,84.58,85.66,18.65,HIGH_RISK,DENY
19.71,11,132.57,87.4,66.84,15.23,HIGH_RISK,DENY
93.71,0,4.3,6.12,2.73,95.36,NORMAL,ALLOW
92.29,0,7.1,1.13,1.69,88.25,NORMAL,ALLOW
61.71,2,30.37,46.17,66.44,38.77,SUSPICIOUS,LIMITED
92.36,0,4.21,4.55,2.37,87.3,NORMAL,ALLOW
95.76,1,11.84,0.07,3.22,91.95,NORMAL,ALLOW
26.43,14,93.85,91.73,86.29,6.06,HIGH_RISK,DENY
83.21,0,5.58,6.19,0.73,84.02,NORMAL,ALLOW
52.37,4,25.4,56.86,54.45,53.69,SUSPICIOUS,LIMITED
94.57,0,6.56,0.23,15.0,95.92,NORMAL,ALLOW
99.4,0,2.47,0.68,0.16,91.82,NORMAL,ALLOW
49.45,3,19.57,47.1,57.4,49.53,SUSPICIOUS,LIMITED
21.58,9,76.0,93.46,68.29,8.16,HIGH_RISK,DENY
93.36,1,5.62,0.36,1.74,88.17,NORMAL,ALLOW
22.96,12,102.66,79.94,71.73,23.55,HIGH_RISK,DENY
49.0,2,29.29,35.51,44.15,72.0,SUSPICIOUS,LIMITED
53.79,2,35.07,25.14,59.06,72.0,SUSPICIOUS,LIMITED
0.0,12,116.62,71.37,65.97,6.42,HIGH_RISK,DENY
57.6,2,26.73,50.17,45.95,65.05,SUSPICIOUS,LIMITED
10.65,7,71.6,94.52,60.93,24.14,HIGH_RISK,DENY
89.41,0,4.1,0.77,5.87,95.31,NORMAL,ALLOW
14.33,7,76.49,81.87,98.66,3.09,HIGH_RISK,DENY
21.24,7,82.45,85.62,93.02,27.35,HIGH_RISK,DENY
99.33,0,5.59,1.28,3.26,87.5,NORMAL,ALLOW
52.43,3,29.96,39.39,37.8,54.85,SUSPICIOUS,LIMITED
67.39,4,21.53,46.64,64.87,59.1,SUSPICIOUS,LIMITED
62.81,6,27.48,48.64,38.01,55.59,SUSPICIOUS,LIMITED
23.21,11,88.92,66.62,62.56,12.39,HIGH_RISK,DENY
58.86,4,23.3,50.31,43.29,61.52,SUSPICIOUS,LIMITED
88.74,0,6.37,11.35,1.87,92.17,NORMAL,ALLOW
8.85,9,54.31,97.28,73.09,12.25,HIGH_RISK,DENY
97.22,0,6.38,0.78,1.16,100.0,NORMAL,ALLOW
52.64,6,25.8,42.81,19.01,67.22,SUSPICIOUS,LIMITED
100.0,1,5.59,5.97,1.27,94.5,NORMAL,ALLOW
15.92,16,70.88,88.31,90.6,25.27,HIGH_RISK,DENY
94.92,0,5.57,3.66,11.06,93.36,NORMAL,ALLOW
4.53,8,92.5,86.8,95.57,16.66,HIGH_RISK,DENY
63.79,5,23.73,39.41,48.13,38.0,SUSPICIOUS,LIMITED
12.48,11,61.53,84.79,79.32,8.75,HIGH_RISK,DENY
17.85,6,69.45,82.47,79.35,13.58,HIGH_RISK,DENY
8.38,17,91.45,71.78,80.97,11.61,HIGH_RISK,DENY
19.33,10,87.54,83.55,80.92,35.1,HIGH_RISK,DENY
46.63,2,25.76,42.26,31.67,50.08,SUSPICIOUS,LIMITED
24.28,9,96.65,99.17,98.76,17.67,HIGH_RISK,DENY
89.23,2,8.56,2.71,0.21,82.44,NORMAL,ALLOW
14.52,17,103.0,86.14,50.0,36.06,HIGH_RISK,DENY
92.46,0,7.87,1.83,0.86,98.34,NORMAL,ALLOW
29.33,7,73.65,79.22,95.08,26.95,HIGH_RISK,DENY
54.86,5,27.64,48.78,44.87,48.75,SUSPICIOUS,LIMITED
85.2,0,4.91,1.02,0.43,97.13,NORMAL,ALLOW
71.85,6,29.03,36.89,46.66,64.49,SUSPICIOUS,LIMITED
16.4,7,65.43,93.02,86.31,21.73,HIGH_RISK,DENY
23.81,10,87.53,79.69,90.11,11.37,HIGH_RISK,DENY
87.8,0,3.22,5.21,1.19,84.51,NORMAL,ALLOW
88.54,2,3.06,3.38,3.9,93.05,NORMAL,ALLOW
56.11,2,14.0,43.4,36.72,64.1,SUSPICIOUS,LIMITED
15.11,20,65.66,81.04,90.25,26.79,HIGH_RISK,DENY
97.52,0,7.13,0.26,10.21,88.47,NORMAL,ALLOW
51.48,3,15.71,38.37,52.86,49.21,SUSPICIOUS,LIMITED
90.8,0,3.27,9.13,0.55,90.32,NORMAL,ALLOW
15.1,11,98.18,80.17,87.12,26.9,HIGH_RISK,DENY
64.67,5,40.55,43.43,22.82,48.22,SUSPICIOUS,LIMITED
92.59,0,5.66,0.13,9.21,89.12,NORMAL,ALLOW
100.0,0,7.35,0.96,0.17,97.97,NORMAL,ALLOW
17.76,8,82.23,72.69,67.34,19.47,HIGH_RISK,DENY
19.11,11,78.95,86.89,74.71,18.12,HIGH_RISK,DENY
5.84,9,114.11,79.48,74.9,21.45,HIGH_RISK,DENY
57.25,4,39.9,52.43,66.28,72.0,SUSPICIOUS,LIMITED
100.0,0,6.28,12.56,1.11,88.1,NORMAL,ALLOW
61.75,6,22.82,52.67,41.75,50.68,SUSPICIOUS,LIMITED
92.93,1,7.25,6.52,1.59,87.41,NORMAL,ALLOW
52.74,2,28.41,28.63,43.27,57.59,SUSPICIOUS,LIMITED
60.9,3,20.05,39.42,38.03,53.68,SUSPICIOUS,LIMITED
96.28,0,7.08,0.39,5.57,85.85,NORMAL,ALLOW
55.68,4,32.1,46.84,32.94,51.25,SUSPICIOUS,LIMITED
5.43,6,95.91,85.15,66.42,25.96,HIGH_RISK,DENY
49.52,4,28.06,33.99,37.26,60.05,SUSPICIOUS,LIMITED
93.02,1,4.82,1.05,5.85,91.29,NORMAL,ALLOW
93.4,0,7.4,3.45,0.82,94.28,NORMAL,ALLOW
5.55,12,65.8,81.92,88.64,23.19,HIGH_RISK,DENY
89.0,1,4.77,3.81,2.15,95.12,NORMAL,ALLOW
90.9,0,3.92,6.65,2.26,91.05,NORMAL,ALLOW
59.47,4,19.49,45.22,46.51,67.78,SUSPICIOUS,LIMITED
51.1,2,32.86,61.59,41.79,61.55,SUSPICIOUS,LIMITED
57.98,6,26.85,46.27,40.09,58.77,SUSPICIOUS,LIMITED
100.0,0,5.32,0.21,0.31,85.33,NORMAL,ALLOW
88.59,0,6.05,0.8,1.04,99.94,NORMAL,ALLOW
20.77,10,87.52,78.82,75.57,0.0,HIGH_RISK,DENY
8.96,8,59.87,75.36,79.98,21.91,HIGH_RISK,DENY
93.24,1,3.79,2.98,7.76,86.85,NORMAL,ALLOW
14.41,9,92.53,94.86,74.59,9.59,HIGH_RISK,DENY
12.27,12,92.82,90.13,68.91,17.79,HIGH_RISK,DENY
44.28,2,23.8,50.0,41.55,63.48,SUSPICIOUS,LIMITED
17.38,7,50.94,83.93,97.56,21.15,HIGH_RISK,DENY
84.96,0,5.17,0.45,8.85,95.65,NORMAL,ALLOW
15.34,8,100.11,84.57,91.68,20.02,HIGH_RISK,DENY
89.15,0,4.52,3.12,2.53,94.53,NORMAL,ALLOW
87.3,0,6.96,1.03,5.48,91.93,NORMAL,ALLOW
53.15,5,25.6,48.32,27.4,66.73,SUSPICIOUS,LIMITED
4.9,7,82.18,80.15,82.05,10.81,HIGH_RISK,DENY
46.01,2,35.47,59.49,44.65,66.59,SUSPICIOUS,LIMITED
9.95,10,112.45,93.28,51.53,21.36,HIGH_RISK,DENY
10.52,6,107.88,70.83,77.84,17.24,HIGH_RISK,DENY
14.91,10,84.6,89.03,75.12,27.64,HIGH_RISK,DENY
52.7,5,31.26,49.18,48.91,57.44,SUSPICIOUS,LIMITED
33.41,11,102.14,79.13,84.08,22.83,HIGH_RISK,DENY
57.81,5,14.0,55.19,70.0,55.7,SUSPICIOUS,LIMITED
93.79,0,5.0,1.92,4.78,95.26,NORMAL,ALLOW
96.15,0,7.46,6.28,7.32,88.72,NORMAL,ALLOW
53.65,2,33.52,46.33,53.1,58.1,SUSPICIOUS,LIMITED
58.08,5,14.0,45.82,48.15,64.46,SUSPICIOUS,LIMITED
5.01,6,99.16,85.56,80.69,10.75,HIGH_RISK,DENY
50.72,2,27.13,58.81,36.98,70.48,SUSPICIOUS,LIMITED
12.27,10,84.26,83.67,78.43,4.08,HIGH_RISK,DENY
98.84,0,6.33,2.0,0.68,91.71,NORMAL,ALLOW
88.74,2,5.97,1.57,2.41,89.41,NORMAL,ALLOW
48.51,2,33.07,39.26,43.58,58.84,SUSPICIOUS,LIMITED
52.27,6,24.79,36.96,43.49,70.73,SUSPICIOUS,LIMITED
16.55,13,111.63,86.86,96.2,11.04,HIGH_RISK,DENY
52.09,6,30.35,45.66,22.68,54.29,SUSPICIOUS,LIMITED
86.69,0,4.63,0.1,3.34,95.29,NORMAL,ALLOW
43.56,2,32.05,52.62,49.2,68.42,SUSPICIOUS,LIMITED
45.22,3,36.32,51.51,43.1,67.43,SUSPICIOUS,LIMITED
100.0,0,5.78,2.18,3.02,82.25,NORMAL,ALLOW
9.44,12,98.04,82.7,84.04,20.93,HIGH_RISK,DENY
20.55,8,88.28,72.16,76.56,7.47,HIGH_RISK,DENY
10.62,6,83.12,96.99,77.77,28.37,HIGH_RISK,DENY
39.85,3,30.99,68.0,43.43,66.57,SUSPICIOUS,LIMITED
89.56,1,6.08,2.6,5.39,99.67,NORMAL,ALLOW
13.59,8,77.39,90.65,85.19,11.29,HIGH_RISK,DENY
51.32,3,29.33,39.01,48.76,67.0,SUSPICIOUS,LIMITED
15.88,14,88.75,73.11,94.63,7.12,HIGH_RISK,DENY
92.09,0,4.19,13.44,1.37,88.3,NORMAL,ALLOW
96.29,0,2.27,3.98,0.08,99.96,NORMAL,ALLOW
96.84,0,4.54,8.18,2.08,94.09,NORMAL,ALLOW
23.1,15,75.82,89.29,72.46,25.35,HIGH_RISK,DENY
30.5,13,119.53,84.57,64.09,22.8,HIGH_RISK,DENY
70.29,2,33.89,44.9,53.54,58.41,SUSPICIOUS,LIMITED
8.79,6,89.7,84.22,95.82,28.71,HIGH_RISK,DENY
46.62,6,32.37,37.77,19.47,59.81,SUSPICIOUS,LIMITED
43.31,3,31.41,46.93,44.33,49.02,SUSPICIOUS,LIMITED
59.77,5,35.27,34.76,51.29,57.33,SUSPICIOUS,LIMITED
62.15,5,20.89,49.91,27.75,72.0,SUSPICIOUS,LIMITED
46.17,6,32.24,32.36,22.76,46.15,SUSPICIOUS,LIMITED
85.74,0,3.31,9.69,1.59,84.22,NORMAL,ALLOW
17.28,7,75.78,69.01,86.29,23.09,HIGH_RISK,DENY
88.41,0,4.22,8.69,0.35,91.6,NORMAL,ALLOW
56.0,4,27.11,41.43,46.17,47.72,SUSPICIOUS,LIMITED
28.41,8,74.65,93.71,77.57,0.0,HIGH_RISK,DENY
6.27,16,64.81,80.72,89.97,28.25,HIGH_RISK,DENY
0.0,10,81.0,80.75,58.05,27.5,HIGH_RISK,DENY
56.07,3,25.81,38.88,69.39,48.93,SUSPICIOUS,LIMITED
43.44,5,24.85,53.88,48.69,38.0,SUSPICIOUS,LIMITED
64.02,6,31.24,40.23,70.0,60.11,SUSPICIOUS,LIMITED
16.79,13,83.62,82.26,86.99,19.15,HIGH_RISK,DENY
15.9,7,75.95,87.7,79.6,20.44,HIGH_RISK,DENY
50.59,2,30.13,27.85,36.84,72.0,SUSPICIOUS,LIMITED
23.37,10,118.55,92.96,68.58,24.29,HIGH_RISK,DENY
94.52,0,6.51,8.18,4.41,86.75,NORMAL,ALLOW
99.89,1,7.92,5.25,0.4,96.55,NORMAL,ALLOW
38.34,2,36.59,65.01,18.0,60.51,SUSPICIOUS,LIMITED
52.59,4,21.38,59.26,49.67,61.75,SUSPICIOUS,LIMITED
64.66,3,22.2,50.99,35.97,48.03,SUSPICIOUS,LIMITED
82.2,2,3.57,18.0,4.26,79.51,NORMAL,ALLOW
89.77,0,6.38,0.77,0.43,95.07,NORMAL,ALLOW
24.36,10,78.56,100.0,69.31,21.48,HIGH_RISK,DENY
91.76,0,4.57,0.09,3.1,90.63,NORMAL,ALLOW
51.56,2,25.86,50.06,50.16,64.03,SUSPICIOUS,LIMITED
50.44,2,31.48,42.02,42.08,61.37,SUSPICIOUS,LIMITED
51.72,5,22.6,42.42,35.24,54.36,SUSPICIOUS,LIMITED
53.56,6,36.36,32.98,47.46,53.17,SUSPICIOUS,LIMITED
92.98,0,5.97,1.86,1.12,95.04,NORMAL,ALLOW
18.03,10,83.04,82.07,89.62,25.53,HIGH_RISK,DENY
88.23,0,8.02,8.65,1.65,94.92,NORMAL,ALLOW
54.34,5,22.54,40.98,35.59,55.06,SUSPICIOUS,LIMITED
96.91,2,4.31,2.6,4.54,84.98,NORMAL,ALLOW
60.81,2,30.93,43.63,41.86,55.54,SUSPICIOUS,LIMITED
15.55,8,90.87,79.37,69.16,31.35,HIGH_RISK,DENY
45.34,6,26.11,40.93,49.99,62.08,SUSPICIOUS,LIMITED
86.94,0,7.3,0.78,1.66,99.99,NORMAL,ALLOW
10.07,10,69.12,94.4,91.59,6.6,HIGH_RISK,DENY
44.47,3,29.89,61.29,52.56,58.52,SUSPICIOUS,LIMITED
59.55,3,27.43,28.34,38.71,56.4,SUSPICIOUS,LIMITED
58.56,6,39.37,34.46,49.41,60.46,SUSPICIOUS,LIMITED
97.72,0,8.37,1.67,2.99,85.05,NORMAL,ALLOW
95.12,0,6.63,0.45,1.13,94.89,NORMAL,ALLOW
52.82,6,27.88,36.33,45.06,66.32,SUSPICIOUS,LIMITED
97.33,0,5.21,0.79,3.43,85.32,NORMAL,ALLOW
51.38,3,31.44,39.13,38.29,63.18,SUSPICIOUS,LIMITED
92.89,0,2.81,5.12,0.98,92.69,NORMAL,ALLOW
95.28,1,4.19,0.12,6.36,88.81,NORMAL,ALLOW
55.29,5,24.24,55.81,27.52,53.45,SUSPICIOUS,LIMITED
54.23,4,14.0,45.42,38.47,60.34,SUSPICIOUS,LIMITED
14.67,6,77.97,82.11,81.79,22.28,HIGH_RISK,DENY
91.07,0,3.09,3.22,0.79,90.64,NORMAL,ALLOW
89.35,1,7.36,3.26,2.15,86.63,NORMAL,ALLOW
21.98,13,123.65,96.35,83.89,12.98,HIGH_RISK,DENY
25.58,7,70.42,94.06,90.59,23.92,HIGH_RISK,DENY
44.57,4,30.03,46.93,48.01,69.83,SUSPICIOUS,LIMITED
12.9,11,90.27,89.85,80.44,12.14,HIGH_RISK,DENY
10.66,6,89.73,90.43,64.0,28.96,HIGH_RISK,DENY
20.2,6,75.02,77.14,75.34,21.11,HIGH_RISK,DENY
43.2,6,32.22,39.13,39.55,51.75,SUSPICIOUS,LIMITED
95.06,0,4.54,0.87,3.92,89.59,NORMAL,ALLOW
94.22,0,3.19,0.13,1.06,88.6,NORMAL,ALLOW
89.56,0,7.15,1.37,2.69,98.87,NORMAL,ALLOW
87.12,0,2.26,1.7,0.31,92.75,NORMAL,ALLOW
38.0,6,30.13,43.97,27.89,49.3,SUSPICIOUS,LIMITED
22.73,11,66.55,99.54,81.32,13.43,HIGH_RISK,DENY
24.09,10,100.0,81.84,87.49,14.39,HIGH_RISK,DENY
41.84,4,14.0,51.15,52.27,51.56,SUSPICIOUS,LIMITED
13.3,11,102.73,86.86,70.3,14.53,HIGH_RISK,DENY
25.05,10,67.06,62.0,66.96,26.31,HIGH_RISK,DENY
51.45,3,33.11,46.45,53.55,67.75,SUSPICIOUS,LIMITED
38.0,6,21.33,37.6,47.75,44.73,SUSPICIOUS,LIMITED
5.94,8,95.21,72.09,71.2,25.58,HIGH_RISK,DENY
41.62,3,15.29,52.67,45.12,38.0,SUSPICIOUS,LIMITED
89.19,0,5.01,3.98,1.48,90.94,NORMAL,ALLOW
19.57,16,85.39,77.94,63.33,0.0,HIGH_RISK,DENY
69.62,3,28.41,40.95,33.04,57.83,SUSPICIOUS,LIMITED
9.93,9,97.27,82.33,75.4,27.14,HIGH_RISK,DENY
59.28,6,23.85,56.9,41.81,38.0,SUSPICIOUS,LIMITED
12.86,12,102.07,84.83,82.02,21.56,HIGH_RISK,DENY
67.37,3,34.29,56.44,36.85,52.7,SUSPICIOUS,LIMITED
52.26,5,28.51,49.77,37.63,56.94,SUSPICIOUS,LIMITED
12.22,11,91.06,82.11,71.56,26.63,HIGH_RISK,DENY
53.82,2,26.67,45.98,25.79,61.02,SUSPICIOUS,LIMITED
59.96,3,16.75,47.79,53.33,52.96,SUSPICIOUS,LIMITED
9.46,7,97.91,89.28,73.24,27.73,HIGH_RISK,DENY
13.0,11,84.79,91.02,73.95,12.44,HIGH_RISK,DENY
12.66,14,90.86,85.11,68.35,16.97,HIGH_RISK,DENY
62.21,6,14.72,49.22,31.33,49.51,SUSPICIOUS,LIMITED
18.25,8,84.04,84.02,96.52,20.13,HIGH_RISK,DENY
61.62,2,42.8,48.73,37.74,53.47,SUSPICIOUS,LIMITED
95.55,0,4.55,2.17,3.0,95.85,NORMAL,ALLOW
25.08,11,64.0,89.51,91.86,11.62,HIGH_RISK,DENY
60.56,4,27.63,46.21,38.0,44.31,SUSPICIOUS,LIMITED
91.43,0,1.0,1.47,2.01,80.4,NORMAL,ALLOW
92.91,0,4.66,1.39,1.15,90.41,NORMAL,ALLOW
91.77,1,9.37,0.94,3.54,92.99,NORMAL,ALLOW
84.22,0,4.97,4.5,11.59,87.03,NORMAL,ALLOW
81.8,2,4.85,0.16,3.77,95.26,NORMAL,ALLOW
89.05,0,4.69,7.35,1.11,87.72,NORMAL,ALLOW
95.91,0,6.09,0.54,0.86,97.37,NORMAL,ALLOW
100.0,0,6.33,7.17,6.55,89.65,NORMAL,ALLOW
12.13,14,74.47,75.62,78.62,16.59,HIGH_RISK,DENY
67.36,6,18.85,41.37,42.74,62.03,SUSPICIOUS,LIMITED
55.28,6,18.76,34.19,44.18,60.08,SUSPICIOUS,LIMITED
95.24,0,5.7,4.48,0.26,93.48,NORMAL,ALLOW
93.18,0,1.65,0.29,2.75,95.95,NORMAL,ALLOW
7.38,7,106.97,80.15,75.3,25.9,HIGH_RISK,DENY
89.18,0,6.2,2.17,3.09,91.81,NORMAL,ALLOW
9.26,6,85.11,72.94,80.75,18.93,HIGH_RISK,DENY
7.04,10,64.71,89.3,69.07,38.0,HIGH_RISK,DENY
84.38,0,8.37,2.93,0.83,90.44,NORMAL,ALLOW
85.76,0,3.09,11.14,0.22,92.64,NORMAL,ALLOW
96.36,1,6.1,0.03,2.29,90.82,NORMAL,ALLOW
20.84,10,92.48,78.06,90.42,17.32,HIGH_RISK,DENY
49.27,2,25.2,39.53,39.35,41.76,SUSPICIOUS,LIMITED
84.82,0,6.92,1.71,9.33,91.83,NORMAL,ALLOW
93.63,0,9.38,1.78,3.62,95.05,NORMAL,ALLOW
26.13,6,95.58,88.99,64.55,22.95,HIGH_RISK,DENY
86.0,0,6.78,2.04,0.21,89.73,NORMAL,ALLOW
18.96,9,110.82,78.62,68.32,30.39,HIGH_RISK,DENY
94.88,1,7.72,4.78,2.3,94.66,NORMAL,ALLOW
13.65,6,82.69,80.74,95.24,20.14,HIGH_RISK,DENY
